id,w,division,type
06391,10560.97,6,2
06392,11702.8,10,3
06393,6373.55,1,2
06394,11404.87,2,2
06395,9619.77,3,5
06396,12550.17,2,2
06397,17875.8,5,2
06398,4294.15,1,5
06399,5303.53,4,5
06400,7095.22,7,4
06401,2742.57,4,2
06402,14918.45,5,2
06403,7169.31,10,2
06404,3149.36,4,2
06405,8944.71,10,2
06406,7161.59,5,4
06407,7562.5,10,2
06408,9879.53,5,3
06409,7263.07,7,4
06410,7718.02,7,2
06411,6027.16,1,2
06412,19110.59,5,2
06413,8205,5,2
06414,3514.9,4,5
06415,2778.26,4,2
06416,7306,1,2
06417,12110.19,6,2
06418,11629.99,6,4
06419,5865.93,8,5
06420,7634.59,7,5
06421,12251.01,9,2
06422,6598.63,1,2
06423,9516.48,9,2
06424,8787.33,10,5
06425,2599.86,4,2
06426,9229.28,5,2
06427,5126.84,4,2
06428,16946.51,5,2
06429,10228.83,6,5
06430,5629.1,1,2
06431,9909.89,2,5
06432,8393.98,10,2
06433,7264.47,10,2
06434,8890.67,7,2
06435,16810.22,5,2
06436,17477.32,7,1
06437,7011.55,5,4
06438,8236.3,10,2
06439,7133.12,7,2
06440,9884.57,1,2
06441,4929.41,4,2
06442,16003.56,7,2
06443,8345.55,7,2
06444,6190.88,5,3
06445,6297.04,5,2
06446,43671.49,3,2
06447,12280.59,9,2
06448,5104.17,4,5
06449,10909.08,4,5
06450,11336.66,2,4
06451,8744.51,7,5
06452,8962.34,1,4
06453,10189.02,6,2
06454,7209.62,4,4
06455,10063.59,6,2
06456,11036.38,7,3
06457,5463.41,10,3
06458,5096.41,8,3
06459,11554.51,5,3
06460,6054.97,5,2
06461,4569.52,4,3
06462,4117.51,8,3
06463,9737.42,8,2
06464,7549.59,6,2
06465,11181.37,6,2
06466,7136.88,10,2
06467,13175.74,3,2
06468,14293.97,2,2
06469,9886.85,2,2
06470,9828.09,7,2
06471,2599.86,4,2
06472,9713.22,6,2
06473,5715.96,1,2
06474,9634.29,7,2
06475,7481.33,10,1
06476,6453.26,5,2
06477,4232.49,4,2
06478,8459.54,7,2
06479,11032.08,8,5
06480,6027.16,1,2
06481,16733.04,2,2
06482,6403.68,10,2
06483,7326.18,10,5
06484,6873.74,5,2
06485,7313.35,10,2
06486,14025.74,5,2
06487,14797.17,3,2
06488,15542.33,3,2
06489,12550.18,2,2
06490,5601.8,5,4
06491,25544.33,2,2
06492,2944.32,1,3
06493,5756.09,4,2
06494,6041.08,10,2
06495,9121.98,2,4
06496,4034.17,8,3
06497,8677.59,10,5
06498,6139.28,4,2
06499,7537.76,10,2
06500,7093.98,10,2
06501,3529.43,4,2
06502,9673.87,5,2
06503,15623.27,2,2
06504,4812.84,1,4
06505,8064.03,5,2
06506,8271.5,10,2
06507,9229.28,5,2
06508,24270.84,3,4
06509,17840.08,5,2
06510,4257.81,1,2
06511,6004.19,5,2
06512,18463.33,5,5
06513,9666.31,2,5
06514,10033.16,10,1
06515,21942.96,3,5
06516,14462.38,3,2
06517,4352.44,1,2
06518,15220.05,3,2
06519,7204.59,5,2
06520,6663.62,5,2
06521,7264.47,10,2
06522,7577.54,7,2
06523,6297.04,5,2
06524,9760.39,7,5
06525,8352.54,10,2
06526,11606.5,2,5
06527,5370.68,4,4
06528,4388.98,4,2
06529,32594.54,7,2
06530,11886.5,8,1
06531,4751.97,4,2
06532,3162.09,1,3
06533,9986.67,6,2
06534,14080.54,5,5
06535,7562.5,10,2
06536,7926.08,2,4
06537,6873.74,5,2
06538,8345.55,7,2
06539,7305.36,10,2
06540,9244.79,4,2
06541,12755.83,5,2
06542,4751.97,4,2
06543,3596.85,4,2
06544,2894.87,4,2
06545,11892.46,6,4
06546,32492.2,2,2
06547,4875.64,8,2
06548,4702.48,4,2
06549,4196.38,1,2
06550,24080.23,2,2
06551,12219.82,5,2
06552,6413.78,10,2
06553,8435.02,10,2
06554,9131.57,10,2
06555,9986.66,6,2
06556,6004.19,5,2
06557,13607.21,6,2
06558,6700.45,1,2
06559,12367.41,10,5
06560,7632.08,4,2
06561,7562.5,10,2
06562,7562.5,10,2
06563,13175.74,3,2
06564,12200.48,5,5
06565,11330.02,8,2
06566,9443.97,5,2
06567,9909.89,2,5
06568,14209.28,5,2
06569,10207.48,2,5
06570,4133.56,1,2
06571,7553.73,2,4
06572,13331.55,7,2
06573,8045.53,2,5
06574,7264.47,10,2
06575,6356.48,1,4
06576,7200.77,7,4
06577,14634.75,8,2
06578,7264.47,10,2
06579,6816.36,10,3
06580,17619.2,2,2
06581,10344.9,9,2
06582,9121.98,2,4
06583,2993.34,4,2
06584,8620.52,6,2
06585,10063.59,6,2
06586,10845.19,3,2
06587,15376.08,3,2
06588,5717.72,10,3
06589,2935.68,4,2
06590,14994.73,2,5
06591,4634.22,4,2
06592,7251.15,10,4
06593,7264.47,10,2
06594,9828.09,7,2
06595,7960.93,3,2
06596,20576.97,3,2
06597,7263.07,7,4
06598,10046.69,6,2
06599,5991.05,5,2
06600,2778.26,4,2
06601,4751.97,4,2
06602,6552.24,5,2
06603,8256.76,10,2
06604,7598.35,2,5
06605,27411.12,3,5
06606,8530.07,7,2
06607,7180.05,5,2
06608,4702.48,4,2
06609,14743.32,6,1
06610,16137.47,3,2
06611,12289.76,6,2
06612,5463.41,10,3
06613,7197.74,1,2
06614,7737.81,5,5
06615,7553.73,2,4
06616,6589.14,10,2
06617,6440.02,10,4
06618,8087.75,5,2
06619,7562.5,10,2
06620,5211.54,10,2
06621,9263.26,10,2
06622,8539.96,10,5
06623,17270.36,5,5
06624,14563.96,3,2
06625,9870.34,10,5
06626,9879.25,2,2
06627,4875.64,8,2
06628,3846.67,4,5
06629,7834.5,2,2
06630,7503.02,10,2
06631,7169.31,10,2
06632,8506.67,10,5
06633,19686.96,8,2
06634,4755.44,4,3
06635,7204.59,5,2
06636,14998.98,3,2
06637,16986.62,3,5
06638,7706.01,5,5
06639,6822.47,10,4
06640,16986.62,3,5
06641,5956.56,4,5
06642,12679.94,3,2
06643,15536.92,5,2
06644,4646.98,1,4
06645,12679.94,3,2
06646,13331.55,7,2
06647,5663.6,1,2
06648,7305.68,10,2
06649,6297.04,5,2
06650,12752.4,2,3
06651,9709.41,7,1
06652,9263.27,10,2
06653,8405.11,5,2
06654,11252.77,3,5
06655,6996.13,5,2
06656,2969.4,4,2
06657,7735.36,4,2
06658,7562.5,10,2
06659,10062.81,2,5
06660,7438.94,2,4
06661,6206.52,10,2
06662,8244.45,10,2
06663,6663.81,2,5
06664,12121.52,2,4
06665,13136.85,3,2
06666,6700.45,1,2
06667,8639.69,3,2
06668,10270.81,10,2
06669,7537.76,10,2
06670,7217.39,7,2
06671,6814.27,1,2
06672,6546.66,1,5
06673,19542.76,7,2
06674,7926.08,2,4
06675,7364.81,2,2
06676,899.04,7,3
06677,10460.35,10,5
06678,15910.29,2,5
06679,6506.71,5,2
06680,9229.28,5,2
06681,4559.17,8,2
06682,7718.02,7,2
06683,6297.04,5,2
06684,13757.86,10,5
06685,12352.27,5,3
06686,19500.09,3,5
06687,7064.66,4,3
06688,20672.11,3,5
06689,17230.63,3,2
06690,24080.25,2,2
06691,3487.09,4,4
06692,10845.19,3,2
06693,12423.56,2,5
06694,5019.89,8,5
06695,15966.07,5,2
06696,5367.51,5,2
06697,7756.87,7,2
06698,4702.48,4,2
06699,7264.47,10,2
06700,11362.76,6,2
06701,16020.97,3,2
06702,7530.25,5,2
06703,7421.93,5,2
06704,15220.05,3,2
06705,6936.83,10,2
06706,6466.42,10,2
06707,6631.99,5,3
06708,9396.77,5,2
06709,7854.16,1,2
06710,12584.17,10,5
06711,4697.21,4,2
06712,10364.54,1,4
06713,14080.54,5,5
06714,10491.68,10,5
06715,17288.76,3,2
06716,7093.98,10,2
06717,9160.89,3,3
06718,3149.36,4,2
06719,5878.4,5,2
06720,11475.23,2,5
06721,8458.37,5,2
06722,10012.44,2,2
06723,6004.19,5,2
06724,6904.97,5,2
06725,7049.08,4,2
06726,5629.1,1,2
06727,4963.08,4,2
06728,2603.35,4,3
06729,2637.72,4,3
06730,5414.54,1,2
06731,6552.24,5,2
06732,14549.08,5,2
06733,2603.35,4,3
06734,15489.58,2,2
06735,2935.68,4,2
06736,6050.4,8,2
06737,3360.27,1,3
06738,14567.19,9,2
06739,10703.34,6,2
06740,16137.47,3,2
06741,14797.17,3,2
06742,7133.12,7,2
06743,7252.89,2,2
06744,10128.15,5,2
06745,6494.11,1,4
06746,9713.22,6,2
06747,11536.62,2,5
06748,10081.24,5,2
06749,10352.14,6,2
06750,7169.31,10,2
06751,9687.46,7,2
06752,16186.36,3,2
06753,5756.09,4,2
06754,17796.13,3,5
06755,10337.14,2,5
06756,2986.71,4,5
06757,7169.31,10,2
06758,7136.88,10,2
06759,6763.24,5,2
06760,7169.31,10,2
06761,10329.36,5,3
06762,16137.47,3,2
06763,13607.22,6,2
06764,7364.81,2,2
06765,10063.59,6,2
06766,6814.27,1,2
06767,11330.02,8,2
06768,14080.54,5,5
06769,7017.62,1,4
06770,5629.1,1,2
06771,17288.76,3,2
06772,5313.71,4,2
06773,9431.33,10,5
06774,8444.79,2,4
06775,18040.12,5,1
06776,6552.24,5,2
06777,8101.63,7,2
06778,5790.87,5,3
06779,4193.99,4,2
06780,4914.85,1,4
06781,4751.97,4,2
06782,7169.31,10,2
06783,9673.08,5,1
06784,8969.92,1,5
06785,7553.73,2,4
06786,13175.74,3,2
06787,7703.43,10,2
06788,7535.95,7,2
06789,4888.33,4,2
06790,13645.38,5,1
06791,19500.09,3,5
06792,7503.02,10,2
06793,7264.47,10,2
06794,7707.69,5,2
06795,12550.17,2,2
06796,9871.94,2,5
06797,4232.49,4,2
06798,12679.94,3,2
06799,8634.1,8,3
06800,13153.37,1,2
06801,8812.43,10,4
06802,10845.19,3,2
06803,13841.12,5,2
06804,13171.86,5,2
06805,17056.5,3,2
06806,7788.02,7,2
06807,3716.16,4,5
06808,11174.23,1,2
06809,11026.01,2,5
06810,13757.86,10,5
06811,8272.57,4,1
06812,8101.63,7,2
06813,7401.83,10,2
06814,7497.95,2,5
06815,7337.77,7,4
06816,9025.55,5,4
06817,10128.15,5,2
06818,5629.1,1,2
06819,5629.1,1,2
06820,11655,10,2
06821,16186.34,3,2
06822,6540.32,5,2
06823,18393.48,3,2
06824,7955.39,2,2
06825,7537.76,10,2
06826,5325.57,10,5
06827,20308.16,3,3
06828,8596.26,5,5
06829,3901.34,4,2
06830,16122.13,3,4
06831,5991.05,5,2
06832,11875.71,3,1
06833,9986.66,6,2
06834,7436.15,10,2
06835,6466.42,10,2
06836,11539.55,2,4
06837,17012.72,5,5
06838,14549.08,5,2
06839,8218.57,7,2
06840,21524.45,6,3
06841,7264.47,10,2
06842,26846.11,2,4
06843,6440.02,10,4
06844,4224,4,2
06845,8345.55,7,2
06846,3912.87,1,2
06847,14543.48,3,3
06848,2908.79,4,2
06849,10254.02,3,2
06850,24697.79,5,2
06851,15489.58,2,2
06852,47911.3,3,4
06853,6936.83,10,2
06854,9260.44,10,2
06855,7659.21,5,2
06856,35517.01,8,2
06857,7401.83,10,2
06858,19914.71,3,2
06859,7169.31,10,2
06860,7489.17,7,2
06861,7537.76,10,2
06862,5353.69,8,3
06863,10187.2,7,5
06864,10325.43,7,3
06865,6297.04,5,2
06866,7337.77,7,4
06867,16390.04,2,4
06868,14591.87,3,2
06869,12617.32,7,2
06870,8788.48,9,2
06871,12659.75,7,2
06872,21478.82,5,1
06873,7784.79,7,2
06874,7025.05,10,3
06875,3251.93,4,5
06876,13631.19,5,2
06877,11638.26,1,2
06878,9979.93,7,2
06879,16137.48,3,2
06880,2993.34,4,2
06881,16186.35,3,2
06882,14918.46,5,2
06883,10122.06,3,4
06884,5079.04,5,3
06885,2935.68,4,2
06886,7862.34,2,2
06887,10477.51,2,5
06888,7305.68,10,2
06889,11095.84,9,1
06890,6995.53,10,3
06891,6054.97,5,2
06892,6858.53,10,2
06893,6356.48,1,4
06894,6343.75,10,3
06895,11430.7,9,4
06896,5576.47,4,5
06897,6527.52,4,2
06898,9428.98,4,2
06899,5991.05,5,2
06900,6589.42,10,2
06901,12679.94,3,2
06902,4232.49,4,2
06903,7326.18,10,5
06904,7489.17,7,2
06905,5242.33,4,3
06906,16137.48,3,2
06907,11145.81,5,4
06908,12888.29,5,2
06909,14249.48,7,2
06910,6435.56,8,5
06911,9131.57,10,2
06912,14727.35,3,2
06913,12329.36,5,2
06914,8122.52,10,5
06915,15746.31,3,3
06916,7827.84,7,2
06917,8345.55,7,2
06918,41036.52,3,4
06919,5826.65,10,2
06920,13790.91,4,1
06921,8257.24,5,2
06922,3200.58,4,2
06923,8345.55,7,2
06924,10046.69,6,2
06925,50473.29,5,1
06926,8385.21,4,1
06927,4232.49,4,2
06928,12366.49,5,1
06929,2711.43,4,2
06930,9713.22,6,2
06931,11174.23,1,2
06932,17351.45,2,2
06933,11350.46,2,3
06934,6709.2,1,2
06935,6798.75,10,2
06936,10189.02,6,2
06937,8902.64,10,5
06938,9918.82,10,4
06939,10659.22,6,2
06940,11076.59,9,2
06941,5303.53,4,5
06942,3967.29,4,4
06943,6054.97,5,2
06944,4286.3,1,2
06945,7169.31,10,2
06946,4812.84,1,4
06947,3465.29,4,2
06948,9673.88,5,2
06949,4751.97,4,2
06950,4132.53,4,2
06951,4697.21,4,2
06952,9296.32,5,1
06953,14018.58,9,1
06954,8710.48,7,2
06955,4751.97,4,2
06956,5914.24,4,5
06957,6540.32,5,2
06958,10325.43,7,3
06959,4311.35,1,5
06960,15489.57,2,2
06961,10643.57,6,2
06962,14226.59,5,5
06963,5347.98,5,3
06964,20411.72,5,2
06965,6374.86,1,4
06966,7634.59,7,5
06967,6297.04,5,2
06968,7598.35,2,5
06969,5600.99,8,2
06970,12789.88,10,2
06971,8458.37,5,2
06972,9673.87,5,2
06973,6858.53,10,2
06974,14733.41,3,2
06975,4357.04,8,2
06976,7497.95,2,5
06977,7862.34,2,2
06978,14326.97,3,3
06979,10361.93,7,2
06980,7718.02,7,2
06981,7169.31,10,2
06982,9737.42,8,2
06983,9539.46,9,2
06984,4224,4,2
06985,7313.35,10,2
06986,4751.97,4,2
06987,6631.99,5,3
06988,7169.31,10,2
06989,5675.89,1,2
06990,16120.88,7,2
06991,16020.97,3,2
06992,10612.62,2,5
06993,7788.02,7,2
06994,7264.47,10,2
06995,8161.18,1,5
06996,3472.59,4,2
06997,10036.89,10,5
06998,31565.36,3,1
06999,9244.79,4,2
07000,10228.83,6,5
07001,4689.64,5,3
07002,13109.09,5,2
07003,1477,5,2
07004,8236.3,10,2
07005,7263.07,7,4
07006,5303.47,1,4
07007,8413.04,2,4
07008,13175.74,3,2
07009,9242.95,5,2
07010,6182.98,7,3
07011,10643.58,6,2
07012,11655,10,2
07013,4870.46,4,3
07014,7133.12,7,2
07015,6873.69,1,4
07016,3815.11,10,2
07017,6800.58,5,2
07018,6506.71,5,2
07019,12115.19,3,2
07020,8345.55,7,2
07021,12209.07,2,3
07022,8943.86,10,5
07023,663.14,7,2
07024,2969.4,4,2
07025,8995.31,10,2
07026,14249.47,7,2
07027,9870.34,10,5
07028,10909.08,4,5
07029,21107.74,2,5
07030,5968.53,4,5
07031,23472.85,5,1
07032,21956.18,5,2
07033,13887.84,5,3
07034,7240.77,5,2
07035,2884.45,4,2
07036,2886.61,1,3
07037,12537.1,5,3
07038,7251.15,10,4
07039,13117.18,3,2
07040,13538.33,6,1
07041,14998.98,3,2
07042,7169.31,10,2
07043,10435.16,7,1
07044,7770.42,10,5
07045,27186.44,6,2
07046,6763.24,5,2
07047,10082.51,3,2
07048,2603.35,4,3
07049,8639.69,3,2
07050,11378.87,5,1
07051,14171.23,5,2
07052,23012.34,2,2
07053,8440.97,9,3
07054,10043.09,10,1
07055,4388.98,4,2
07056,10807.79,9,5
07057,7169.31,10,2
07058,7029.63,5,2
07059,20073.85,9,2
07060,8257.32,7,2
07061,9598.58,5,5
07062,4034.17,8,3
07063,9623.68,6,2
07064,4357.04,8,2
07065,12900.74,2,4
07066,29148.29,3,2
07067,12742.62,8,3
07068,4751.97,4,2
07069,2673.74,4,2
07070,6711.25,5,2
07071,6647.68,1,5
07072,6792.34,4,5
07073,4622.78,4,3
07074,12041.04,3,2
07075,3875.43,1,3
07076,9263.26,10,2
07077,4197.34,1,2
07078,4702.48,4,2
07079,6276.51,10,3
07080,4576.36,1,4
07081,9061.33,9,1
07082,18488.43,2,3
07083,5128.66,8,2
07084,3015.84,1,3
07085,6800.58,5,2
07086,6576.85,7,2
07087,18833.04,3,5
07088,4232.17,1,5
07089,9673.87,5,2
07090,7266.09,7,4
07091,5079.04,5,3
07092,6932.01,7,5
07093,16640.5,3,2
07094,14023.05,4,4
07095,13331.55,7,2
07096,2668.02,4,3
07097,7341.32,2,2
07098,13076.98,6,5
07099,9986.67,6,2
07100,7535.95,7,2
07101,12883.75,9,1
07102,21406.25,2,2
07103,6157.45,1,5
07104,8122.52,10,5
07105,4420.52,4,2
07106,19909.25,3,4
07107,12825.07,5,3
07108,6893.97,7,5
07109,14727.35,3,2
07110,5414.54,1,2
07111,10763.3,3,4
07112,20756.82,5,2
07113,8122.52,10,5
07114,7133.12,7,2
07115,44389.17,7,1
07116,7620.12,10,2
07117,10165.09,2,4
07118,7264.47,10,2
07119,2778.26,4,2
07120,10550.9,9,2
07121,19109.5,3,1
07122,10250.94,6,2
07123,4196.38,1,2
07124,9588.68,10,5
07125,8854.9,10,2
07126,18814.12,3,4
07127,13723.27,5,2
07128,7564.85,2,5
07129,7788.02,7,2
07130,14113.31,2,2
07131,9229.28,5,2
07132,9102.5,5,1
07133,11174.23,1,2
07134,7559.64,2,2
07135,3162.73,4,2
07136,4929.41,4,2
07137,2778.26,4,2
07138,17475.95,3,5
07139,11464.27,2,3
07140,10062.81,2,5
07141,7756.87,7,2
07142,12002.86,5,2
07143,7681.25,1,4
07144,12100.53,3,2
07145,10859.25,6,2
07146,6574.54,5,2
07147,7926.08,2,4
07148,16020.97,3,2
07149,5347.98,5,3
07150,2913.74,4,2
07151,9748.88,9,2
07152,10062.81,2,5
07153,9131.57,10,2
07154,6466.42,10,2
07155,5556.29,4,2
07156,19898.84,8,2
07157,7756.87,7,2
07158,9488.1,10,5
07159,6792.48,5,2
07160,7305.68,10,2
07161,10842.33,10,2
07162,9742.49,10,5
07163,21987.67,2,5
07164,10616.05,5,2
07165,5403.16,8,2
07166,10438.12,2,5
07167,6477.45,1,2
07168,12679.94,3,2
07169,15966.07,5,2
07170,16774.85,6,1
07171,8599.17,10,2
07172,8064.03,5,2
07173,15046.4,5,2
07174,5414.54,1,2
07175,5388.83,4,2
07176,11359.09,6,2
07177,7970.63,5,3
07178,16137.47,3,2
07179,23548.5,2,5
07180,15551.41,5,2
07181,8401.69,2,4
07182,6540.32,5,2
07183,8345.55,7,2
07184,5744.19,10,3
07185,6297.04,5,2
07186,5573.18,10,3
07187,8613.47,5,5
07188,7364.81,2,2
07189,11362.76,6,2
07190,6996.13,5,2
07191,41036.54,3,4
07192,8236.3,10,2
07193,6912.44,2,2
07194,7033.05,7,2
07195,3123.01,4,2
07196,9713.22,6,2
07197,10845.19,3,2
07198,7651.2,10,2
07199,4132.53,4,2
07200,8885.09,6,2
07201,8064.03,5,2
07202,5414.54,1,2
07203,18130.15,3,4
07204,19070.7,3,4
07205,8567.99,10,5
07206,16427.86,7,2
07207,14727.35,3,2
07208,10114.86,5,2
07209,15154.24,7,2
07210,4197.52,4,2
07211,2778.26,4,2
07212,3970.8,4,4
07213,13175.74,3,2
07214,6442.22,5,4
07215,8029.07,5,4
07216,6252.35,5,2
07217,17251.88,5,2
07218,7093.98,10,2
07219,8122.52,10,5
07220,7788.02,7,2
07221,5878.4,5,2
07222,6245.89,2,1
07223,2599.86,4,2
07224,5954.04,10,4
07225,5600.99,8,2
07226,9737.42,8,2
07227,6996.13,5,2
07228,10128.15,5,2
07229,10321.41,2,5
07230,6800.58,5,2
07231,10400.34,10,5
07232,8458.37,5,2
07233,7088.75,4,1
07234,10491.68,10,5
07235,6282.72,10,3
07236,4224,4,2
07237,9190.81,6,5
07238,9129.75,7,5
07239,6552.25,10,2
07240,14583.25,7,2
07241,8345.55,7,2
07242,9806.53,5,3
07243,3100.73,4,5
07244,8218.57,7,2
07245,59322.47,2,1
07246,13799.92,5,2
07247,17186.8,3,2
07248,7827.84,7,2
07249,10643.58,6,2
07250,6297.04,5,2
07251,7683.01,1,4
07252,6698.86,5,4
07253,17272.29,3,2
07254,16972.22,3,3
07255,9620.35,9,1
07256,5573.18,10,3
07257,14727.35,3,2
07258,8274.02,2,4
07259,2935.68,4,2
07260,5800.45,7,3
07261,6904.97,5,2
07262,13676.76,10,2
07263,7937.43,7,2
07264,8405.11,5,2
07265,4724.46,1,4
07266,5382.42,4,5
07267,5753.39,1,5
07268,7088.75,4,1
07269,9265.34,5,5
07270,2969.4,4,2
07271,12573.8,2,4
07272,3349.03,4,2
07273,5468.24,4,3
07274,10588.36,10,2
07275,8775.31,4,5
07276,7326.18,10,5
07277,6466.42,10,2
07278,4751.97,4,2
07279,14025.74,5,2
07280,11076.59,9,2
07281,4697.21,4,2
07282,15804.71,2,2
07283,3596.85,4,2
07284,7093.98,10,2
07285,11799.11,5,2
07286,31324.91,3,2
07287,12046.39,3,2
07288,12581.56,3,2
07289,2855.87,4,3
07290,7364.81,2,2
07291,14591.87,3,2
07292,7949.29,10,1
07293,16762.2,3,3
07294,8744.88,9,3
07295,9129.75,7,5
07296,8372.17,6,2
07297,8016.83,10,2
07298,11849.23,2,3
07299,2814.88,4,2
07300,8122.52,10,5
07301,23239.76,6,2
07302,5723.15,8,2
07303,7718.02,7,2
07304,3912.87,1,2
07305,4767.98,10,3
07306,8089.88,10,2
07307,4224,4,2
07308,7095.22,7,4
07309,13742.21,5,1
07310,2778.26,4,2
07311,17419.04,5,1
07312,23412.84,2,2
07313,6029.4,7,3
07314,12894.3,6,5
07315,9516.48,9,2
07316,16137.47,3,2
07317,10043.09,10,1
07318,4833.15,2,5
07319,19500.09,3,5
07320,24122.81,3,2
07321,7955.4,2,2
07322,6009.72,1,5
07323,21668.28,3,2
07324,4232.49,4,2
07325,8605.81,5,2
07326,3399.57,4,4
07327,7815.2,7,5
07328,14615.7,3,2
07329,6508.77,1,4
07330,7756.87,7,2
07331,9706.56,10,2
07332,11330.03,8,2
07333,9008.73,10,5
07334,5348.03,7,3
07335,8064.03,5,2
07336,2778.26,4,2
07337,3795,4,5
07338,4086.1,4,2
07339,7535.95,7,2
07340,4357.04,8,2
07341,8639.69,3,2
07342,25569.11,3,5
07343,17609.87,2,2
07344,13117.18,3,2
07345,16020.97,3,2
07346,4587.64,4,1
07347,7718.02,7,2
07348,10207.56,10,3
07349,13382.14,6,5
07350,13331.54,7,2
07351,13879.87,9,5
07352,2599.86,4,2
07353,4232.49,4,2
07354,9539.45,9,2
07355,6206.25,10,2
07356,7169.31,10,2
07357,17230.63,3,2
07358,9737.42,8,2
07359,7515.2,5,2
07360,6208.53,1,4
07361,9643.29,5,2
07362,7651.2,10,2
07363,7017.63,1,4
07364,4232.49,4,2
07365,4559.17,8,2
07366,7326.18,10,5
07367,6193.32,10,2
07368,6692.22,10,3
07369,7562.5,10,2
07370,11463.74,3,2
07371,8087.75,5,2
07372,11504.62,5,3
07373,3242.22,4,2
07374,9550.27,10,2
07375,5756.09,4,2
07376,7364.81,2,2
07377,7604.88,7,2
07378,6506.71,5,2
07379,6979.15,8,2
07380,2601.05,4,3
07381,7305.36,10,2
07382,7204.59,5,2
07383,9229.28,5,2
07384,9663.48,10,1
07385,15966.07,5,2
07386,7401.83,10,2
07387,4311.35,1,5
07388,6590.83,5,5
07389,8812.43,10,4
07390,7942.96,10,3
07391,4224,4,2
07392,6054.97,5,2
07393,11510.41,5,5
07394,4875.64,8,2
07395,8324.53,10,2
07396,9643.12,3,2
07397,24768.43,6,2
07398,3286.37,4,2
07399,13799.92,5,2
07400,4232.49,4,2
07401,7737.81,5,5
07402,8230.33,10,5
07403,14682.21,2,5
07404,8119.35,5,5
07405,7305.68,10,2
07406,8969.62,10,2
07407,6557.74,5,2
07408,13136.85,3,2
07409,11838.59,7,2
07410,15274.24,5,4
07411,5629.1,1,2
07412,14326.97,3,3
07413,3465.29,4,2
07414,17888.35,3,2
07415,2814.88,4,2
07416,12948.2,5,2
07417,5177.54,8,2
07418,2778.26,4,2
07419,16986.62,3,5
07420,13175.74,3,2
07421,11009.22,6,5
07422,11278.02,6,2
07423,4343.27,4,2
07424,4388.98,4,2
07425,7075.63,10,3
07426,8016.83,10,2
07427,7229.76,2,2
07428,5729.02,1,5
07429,6932.01,7,5
07430,9713.22,6,2
07431,8405.11,5,2
07432,6822.46,10,4
07433,4193.99,4,2
07434,11362.76,6,2
07435,7577.54,7,2
07436,9242.95,5,2
07437,11126.19,3,2
07438,7173.09,10,4
07439,16847.45,3,2
07440,25523.6,2,1
07441,19177.04,3,2
07442,16020.97,3,2
07443,10308.19,10,2
07444,6252.35,5,2
07445,6252.35,5,2
07446,11535.95,10,2
07447,5797.75,10,3
07448,12550.18,2,2
07449,7620.24,1,5
07450,19146.91,5,5
07451,12469.42,6,2
07452,7229.76,2,2
07453,5929.24,5,2
07454,11618.38,10,5
07455,7834.5,2,2
07456,7715.6,2,5
07457,5862.86,1,2
07458,7981.8,7,2
07459,9360.84,7,2
07460,2935.68,4,2
07461,7521.43,10,1
07462,31063.28,3,5
07463,12251.01,9,2
07464,20653.1,5,2
07465,4197.34,1,2
07466,3596.85,4,2
07467,7756.87,7,2
07468,10155.39,2,5
07469,13496.55,5,2
07470,3901.34,4,2
07471,10379.47,4,2
07472,11386.3,10,4
07473,6078.63,5,5
07474,12341.15,1,3
07475,18375.92,3,3
07476,11960.44,7,1
07477,7721.34,4,2
07478,6798.75,10,2
07479,7742.86,2,2
07480,5586.12,10,2
07481,4724.46,1,4
07482,11475.23,2,5
07483,7566.83,10,4
07484,5600.99,8,2
07485,4470.66,1,5
07486,6297.04,5,2
07487,9242.95,5,2
07488,4702.48,4,2
07489,10837.01,6,4
07490,3912.87,1,2
07491,12948.27,5,2
07492,10608.9,2,2
07493,6540.32,5,2
07494,4065.83,1,5
07495,9879.4,3,2
07496,14293.97,2,2
07497,6026.67,10,2
07498,6190.86,1,5
07499,4702.48,4,2
07500,7535.95,7,2
07501,11079.64,6,2
07502,7173.09,10,4
07503,15623.27,2,2
07504,6469.84,10,4
07505,8198.75,5,4
07506,5865.89,8,2
07507,9229.28,5,2
07508,7518.43,7,5
07509,8230.33,10,5
07510,5211.54,10,2
07511,8064.03,5,2
07512,11362.76,6,2
07513,6520.7,5,4
07514,7632.08,4,2
07515,15921.21,3,5
07516,7269.06,5,5
07517,7264.47,10,2
07518,9620.54,5,3
07519,7131.08,10,2
07520,8576.35,7,5
07521,4625.84,8,2
07522,10807.79,9,5
07523,8236.3,10,2
07524,14797.17,3,2
07525,9210.66,5,2
07526,7009.47,7,2
07527,12169.28,3,2
07528,2894.87,4,2
07529,7503.02,10,2
07530,7827.84,7,2
07531,9507.25,1,4
07532,7131.08,10,2
07533,5408.13,4,2
07534,15585.43,3,3
07535,10352.14,6,2
07536,8393.98,10,2
07537,7951.52,10,2
07538,18273.44,3,2
07539,11053.09,5,2
07540,16137.47,3,2
07541,7577.54,7,2
07542,7535.95,7,2
07543,10215.14,5,2
07544,2954.4,4,2
07545,6873.74,5,2
07546,6070.64,5,4
07547,12407.57,2,2
07548,5595.83,1,5
07549,8943.86,10,5
07550,6193.32,10,2
07551,4702.48,4,2
07552,6004.19,5,2
07553,11330.02,8,2
07554,12046.39,3,2
07555,16137.47,3,2
07556,11849.23,2,3
07557,8159.84,2,2
07558,8338.14,2,2
